Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:20:00:23.024,61,0.0005864377,0.2196549922,0.1161932796,0.0000000000,0.0000000000,0.0831981823,0.0396716595,0.0006397801,0.2201963961,0.0141746672,0.0000000000,0.0000000000,0.0832600519,0.0403348319,0.0482087694,0.0024683278,0.0000000000,0.1184386835,0.1452348828,0.1083311588,0.1736311764,0.0385358743,0.0000000000,0.1401194930,0.1182019636,0.0000000000,0.0000000000,0.0556006245,0.0559423529,0.1964603364,0.1816942543,0.1053099707,0.0471407250,0.1460972428,0.0769201741,0.0512059145,0.0499293543,0.1906154305,0.1758277416,0.0319049545,0.0303748120,0.1220600456,0.1202155203,0.1321435124,0.0000000000,0.0000000000,0.0308971424,0.1102873981,0.1208041385,0.1462553293,0.1513803750,0.0000039253,0.0000000000,0.0000000000,0.0000000000,-0.0085805962,0.1345153004,-0.0011612190,0.0703393891,0.1345142126,0.0095109968
20:20:00:24.026,61,0.0005397029,0.2220927030,0.1152902320,0.0000000000,0.0000000000,0.0835998580,0.0393610187,0.0005887944,0.2226301432,0.0151523706,0.0000000000,0.0000000000,0.0836618096,0.0400440246,0.0479416400,0.0026072776,0.0000000000,0.1179036945,0.1450529993,0.1081636027,0.1748255938,0.0389638394,0.0000000000,0.1397240609,0.1178458631,0.0000000000,0.0000000000,0.0555887483,0.0558712706,0.1965240687,0.1818543673,0.1052339822,0.0470976457,0.1451279074,0.0765003189,0.0509212278,0.0496347658,0.1906457096,0.1756236851,0.0319598690,0.0303452015,0.1217988431,0.1199473590,0.1334933043,0.0000000000,0.0000000000,0.0305867400,0.1102311611,0.1206657961,0.1455868036,0.1507046074,0.0000035058,0.0000000000,0.0000000000,0.0000000000,-0.0091705909,0.1360027939,-0.0012549548,0.0697785988,0.1360017359,0.0095409211
20:20:00:25.027,61,0.0004966927,0.2215835452,0.1138361320,0.0000000000,0.0000000000,0.0841498449,0.0385978334,0.0005418719,0.2221042514,0.0165955890,0.0000000000,0.0000000000,0.0842129588,0.0393027142,0.0478332080,0.0027622362,0.0000000000,0.1180824414,0.1454224885,0.1084854901,0.2007575929,0.0393909886,0.0000000000,0.1391223669,0.1174200252,0.0000000000,0.0000000000,0.0554795228,0.0557057224,0.1965643466,0.1819459051,0.1051502898,0.0470637493,0.1447482407,0.0763112530,0.0507550947,0.0494670197,0.1909767240,0.1758397371,0.0320817679,0.0303855501,0.1216024905,0.1197464094,0.1350051314,0.0000000000,0.0000000000,0.0304637309,0.1108184084,0.1216360778,0.1456692368,0.1508023739,0.0000033362,0.0000000000,0.0000000000,0.0000000000,-0.0100445002,0.1356826574,-0.0013712661,0.0689014643,0.1356815845,0.0093987379
20:20:00:26.028,61,0.0004571102,0.2196222544,0.1129471958,0.0000000000,0.0000000000,0.0848401785,0.0385714509,0.0004986890,0.2201291174,0.0174646527,0.0000000000,0.0000000000,0.0849077180,0.0392945223,0.0479833968,0.0029815475,0.0000000000,0.1211149618,0.1478833109,0.1100634933,0.2072575837,0.0399348289,0.0000000000,0.1361530721,0.1149231270,0.0000000000,0.0000000000,0.0554736815,0.0556598492,0.1990464628,0.1845899075,0.1052744463,0.0471639372,0.1445990950,0.0761725605,0.0506451055,0.0493564308,0.1915052682,0.1762757003,0.0321729481,0.0303868446,0.1214370131,0.1195758060,0.1358966678,0.0000000000,0.0000000000,0.0303960312,0.1112221926,0.1221227497,0.1456092000,0.1507486552,0.0000025782,0.0000000000,0.0000000000,0.0000000000,-0.0105722379,0.1344768107,-0.0014303258,0.0683745518,0.1344757080,0.0092430776
20:20:00:27.029,61,0.0004206821,0.2179324925,0.1124585792,0.0000000000,0.0000000000,0.0852921158,0.0386163630,0.0004589474,0.2184305340,0.0179240108,0.0000000000,0.0000000000,0.0853627920,0.0393633991,0.0481293462,0.0033519736,0.0000000000,0.1219644994,0.1485700607,0.1107224002,0.2015913427,0.0414284244,0.0000000000,0.1352117509,0.1140206829,0.0000000000,0.0000000000,0.0555448234,0.0556965545,0.1996124238,0.1851487756,0.1055193916,0.0473297909,0.1444360763,0.0760066956,0.0506371446,0.0493559875,0.1918107569,0.1764129847,0.0322438218,0.0303491987,0.1184232458,0.1164766178,0.1360547692,0.0000000000,0.0000000000,0.0304556061,0.1113291234,0.1221854761,0.1454049200,0.1505315006,0.0000044760,0.0000000000,0.0000000000,0.0000000000,-0.0108518275,0.1334395409,-0.0014566897,0.0680882335,0.1334384382,0.0091325855
20:20:00:28.029,61,0.0003871571,0.2158689350,0.1147726700,0.0000000000,0.0000000000,0.0856912583,0.0388064124,0.0004223729,0.2163866758,0.0155246342,0.0000000000,0.0000000000,0.0857629478,0.0395610034,0.0479536615,0.0034137466,0.0000000000,0.1209734902,0.1484186351,0.1105506271,0.1799501181,0.0413817726,0.0000000000,0.1305772364,0.1131590530,0.0000000000,0.0000000000,0.0553992204,0.0555505268,0.1994744092,0.1853140444,0.1055063307,0.0473157056,0.1439591199,0.0756791234,0.0503893085,0.0491105840,0.1867387891,0.1732923836,0.0321312137,0.0302207377,0.1111349836,0.1094138622,0.1358653605,0.0000000000,0.0000000000,0.0301697664,0.1109932661,0.1216357723,0.1441111863,0.1497023702,0.0000077161,0.0000000000,0.0000000000,0.0000000000,-0.0094007291,0.1321889609,-0.0012499426,0.0695009679,0.1321878433,0.0092333714
20:20:00:29.031,61,0.0003563037,0.2143975496,0.1142862886,0.0000000000,0.0000000000,0.0857945457,0.0384581275,0.0003887132,0.2149069011,0.0159671623,0.0000000000,0.0000000000,0.0858658850,0.0392112248,0.0474907607,0.0032571151,0.0000000000,0.1159309894,0.1434137076,0.1057310477,0.1630364954,0.0401453115,0.0000000000,0.1295043081,0.1132069081,0.0000000000,0.0000000000,0.0551657267,0.0553348847,0.1931388527,0.1839821786,0.1050378084,0.0471800566,0.1391228437,0.0749582201,0.0499176010,0.0486338772,0.1809959710,0.1688625067,0.0319012776,0.0300086867,0.1064208746,0.1048672050,0.1352668405,0.0000000000,0.0000000000,0.0296774525,0.1089629978,0.1182630062,0.1372617334,0.1430080235,0.0000137390,0.0000000000,0.0000000000,0.0000000000,-0.0096698534,0.1312853247,-0.0012768337,0.0692146719,0.1312841922,0.0091318106
20:20:00:30.032,61,0.0003279092,0.2128371894,0.1146578640,0.0000000000,0.0000000000,0.0860744566,0.0383831747,0.0003577359,0.2133467942,0.0155892335,0.0000000000,0.0000000000,0.0861453861,0.0391261205,0.0474963896,0.0030669407,0.0000000000,0.1148936823,0.1424190849,0.1050617322,0.1599528939,0.0393867083,0.0000000000,0.1285371929,0.1129844412,0.0000000000,0.0000000000,0.0551638603,0.0553489812,0.1918204725,0.1839699000,0.1051785424,0.0473110639,0.1378059387,0.0745361000,0.0497091152,0.0484352037,0.1806024015,0.1680886596,0.0318280421,0.0299551059,0.1036215723,0.1021885872,0.1352989227,0.0000000000,0.0000000000,0.0295425095,0.1084732339,0.1174483374,0.1353810430,0.1412932575,0.0000160863,0.0000000000,0.0000000000,0.0000000000,-0.0094421608,0.1303320080,-0.0012376123,0.0694484040,0.1303308159,0.0090953000
20:20:00:31.033,61,0.0003017774,0.2121515572,0.1141085252,0.0000000000,0.0000000000,0.0864276662,0.0384753346,0.0003292272,0.2126539499,0.0161469635,0.0000000000,0.0000000000,0.0864993855,0.0392139256,0.0476739109,0.0030176004,0.0000000000,0.1158426479,0.1438705921,0.1058059633,0.1675629914,0.0391192660,0.0000000000,0.1276393235,0.1122607067,0.0000000000,0.0000000000,0.0552312285,0.0554382466,0.1917183995,0.1843032539,0.1056042761,0.0475860760,0.1371907592,0.0741490051,0.0495716818,0.0482966900,0.1813081950,0.1683128476,0.0317247212,0.0298447479,0.1012876108,0.0998571068,0.1353389025,0.0000000000,0.0000000000,0.0294533893,0.1083183661,0.1171583161,0.1345540434,0.1405413896,0.0000171997,0.0000000000,0.0000000000,0.0000000000,-0.0097805094,0.1299091578,-0.0012777532,0.0691194534,0.1299079508,0.0090225888
20:20:00:32.034,61,0.0002777282,0.2116321325,0.1127381399,0.0000000000,0.0000000000,0.0869158432,0.0381899811,0.0003029904,0.2121193558,0.0175303556,0.0000000000,0.0000000000,0.0869892836,0.0389314890,0.0478472710,0.0030336150,0.0000000000,0.1187988743,0.1471886337,0.1067405492,0.1866334379,0.0393448174,0.0000000000,0.1233299002,0.1056609824,0.0000000000,0.0000000000,0.0552523583,0.0554505698,0.1919547468,0.1845880747,0.1060117930,0.0479312651,0.1368263662,0.0737200975,0.0494618006,0.0481797643,0.1820020825,0.1686999649,0.0315865651,0.0296736900,0.1001290530,0.0986944586,0.1355787367,0.0000000000,0.0000000000,0.0294833295,0.1083506718,0.1171513274,0.1343006194,0.1402763575,0.0000171079,0.0000000000,0.0000000000,0.0000000000,-0.0106189083,0.1295836866,-0.0013837647,0.0682922155,0.1295824647,0.0088921916
20:20:00:33.035,61,0.0002555955,0.2093717307,0.1112201810,0.0000000000,0.0000000000,0.0873700902,0.0377867185,0.0002788445,0.2098385841,0.0190386176,0.0000000000,0.0000000000,0.0874455646,0.0385390744,0.0479003526,0.0031941915,0.0000000000,0.1199420393,0.1486035883,0.1071635485,0.1902531981,0.0397132449,0.0000000000,0.1197586432,0.1020076647,0.0000000000,0.0000000000,0.0552738234,0.0554873943,0.1930266023,0.1850413829,0.1066371724,0.0482407995,0.1366317570,0.0733014420,0.0491936840,0.0479120649,0.1822609603,0.1688441038,0.0314078629,0.0294566434,0.0985954255,0.0970554203,0.1359056383,0.0000000000,0.0000000000,0.0292203818,0.1082207486,0.1169733480,0.1340734363,0.1399677545,0.0000130056,0.0000000000,0.0000000000,0.0000000000,-0.0115346117,0.1281916946,-0.0014867604,0.0673847720,0.1281904429,0.0086789243
20:20:00:34.036,61,0.0002352266,0.2095465213,0.1111923829,0.0000000000,0.0000000000,0.0874694586,0.0372869708,0.0002566229,0.2100135386,0.0190451965,0.0000000000,0.0000000000,0.0875452906,0.0380426645,0.0477534607,0.0031896487,0.0000000000,0.1200312600,0.1488477141,0.1065686047,0.1655217260,0.0397591516,0.0000000000,0.1187698543,0.1008720472,0.0000000000,0.0000000000,0.0551877432,0.0554190949,0.1931310743,0.1850009412,0.1069302857,0.0483523123,0.1362606883,0.0728070363,0.0488133468,0.0475280061,0.1817855984,0.1684568673,0.0311382096,0.0291736461,0.0919793621,0.0903444439,0.1358488798,0.0000000000,0.0000000000,0.0288124010,0.1078344434,0.1164870784,0.1335963011,0.1393797994,0.0000112235,0.0000000000,0.0000000000,0.0000000000,-0.0115384376,0.1282985806,-0.0014885075,0.0673670173,0.1282972991,0.0086839525
20:20:00:35.037,61,0.0002823359,0.2099179178,0.1111883819,0.0000000000,0.0000000000,0.0874074250,0.0354970358,0.0003019241,0.2103856206,0.0190784130,0.0000000000,0.0000000000,0.0874839500,0.0362362862,0.0475251302,0.0032927820,0.0000000000,0.1197178066,0.1486312300,0.1051417366,0.1592378169,0.0402042791,0.0000000000,0.1181456223,0.1000882611,0.0000000000,0.0000000000,0.0550157987,0.0552457422,0.1933947653,0.1849699914,0.1071612313,0.0483208336,0.1360767335,0.0724293515,0.0483912081,0.0471101254,0.1805884987,0.1671788841,0.0308746211,0.0288749803,0.0868630558,0.0852003843,0.1356650442,0.0000000000,0.0000000000,0.0283771586,0.1073027700,0.1158721671,0.1332042664,0.1388269067,0.0000085814,0.0000000000,0.0000000000,0.0000000000,-0.0115582217,0.1285258979,-0.0014937308,0.0673626140,0.1285246760,0.0086989449
20:20:00:36.038,61,0.0003589608,0.2120382786,0.1098271310,0.0000000000,0.0000000000,0.0872207880,0.0338310599,0.0003768036,0.2124964148,0.0205552187,0.0000000000,0.0000000000,0.0872974619,0.0345585197,0.0473696403,0.0033042550,0.0000000000,0.1195507646,0.1485537887,0.1046848744,0.1572261155,0.0405850857,0.0000000000,0.1198930815,0.1001997590,0.0000000000,0.0000000000,0.0549831949,0.0551924855,0.1935787797,0.1848926544,0.1073480844,0.0482560582,0.1361324191,0.0722275823,0.0481016301,0.0468147136,0.1806202233,0.1671485454,0.0308022350,0.0287515316,0.0852732062,0.0835908726,0.1356238127,0.0000000000,0.0000000000,0.0280771926,0.1070861965,0.1156106889,0.1333099902,0.1387796551,0.0000076576,0.0000000000,0.0000000000,0.0000000000,-0.0124508245,0.1298167855,-0.0016254241,0.0665267333,0.1298156083,0.0086784270
20:20:00:37.039,61,0.0003624239,0.2132755667,0.1077605337,0.0000000000,0.0000000000,0.0871748030,0.0331183672,0.0003787865,0.2137148976,0.0226742420,0.0000000000,0.0000000000,0.0872526243,0.0338550135,0.0473846681,0.0035106821,0.0000000000,0.1201191247,0.1491467357,0.1048994213,0.1956634670,0.0417749062,0.0000000000,0.1201540083,0.0998715311,0.0000000000,0.0000000000,0.0549792647,0.0551428124,0.1953361481,0.1851799339,0.1077581048,0.0482357740,0.1380045116,0.0723590553,0.0480109341,0.0467337184,0.1810895056,0.1675017774,0.0308089666,0.0286858380,0.0848490596,0.0831413120,0.1359211504,0.0000000000,0.0000000000,0.0280659329,0.1072675586,0.1158069670,0.1347283721,0.1392686069,0.0000088918,0.0000000000,0.0000000000,0.0000000000,-0.0137330322,0.1305633783,-0.0018032311,0.0652684867,0.1305622011,0.0085640596
20:20:00:38.040,61,0.0003507066,0.2143294960,0.1044653431,0.0000000000,0.0000000000,0.0871985927,0.0324606113,0.0003657341,0.2147367448,0.0260155760,0.0000000000,0.0000000000,0.0872773007,0.0332031809,0.0473674014,0.0036174650,0.0000000000,0.1204824150,0.1495461613,0.1052729562,0.2050542682,0.0423596464,0.0000000000,0.1203876734,0.0997776538,0.0000000000,0.0000000000,0.0549490638,0.0550668649,0.1960009187,0.1852914244,0.1080222055,0.0481646061,0.1389109790,0.0725308284,0.0479540415,0.0466768704,0.1816599369,0.1680511981,0.0308739468,0.0286866333,0.0863824189,0.0846541449,0.1363702267,0.0000000000,0.0000000000,0.0280750021,0.1075739488,0.1161671504,0.1360615939,0.1398683190,0.0000083846,0.0000000000,0.0000000000,0.0000000000,-0.0157554653,0.1311915815,-0.0020788363,0.0632673651,0.1311904490,0.0083422586
20:20:00:39.040,61,0.0003955083,0.2133275270,0.1027043909,0.0000000000,0.0000000000,0.0874371529,0.0315141529,0.0004092257,0.2137149125,0.0277377218,0.0000000000,0.0000000000,0.0875174478,0.0322501026,0.0473721847,0.0038063305,0.0000000000,0.1206232682,0.1496990323,0.1057798341,0.2095350325,0.0425257646,0.0000000000,0.1202267185,0.0997769088,0.0000000000,0.0000000000,0.0549175516,0.0550049022,0.1966351420,0.1855099648,0.1083763018,0.0480771884,0.1405055076,0.0728673115,0.0480180904,0.0467550047,0.1819807589,0.1683948338,0.0309100449,0.0286991224,0.0885207132,0.0868276432,0.1368213147,0.0000000000,0.0000000000,0.0282108504,0.1079451069,0.1166366041,0.1367706060,0.1403664500,0.0000076643,0.0000000000,0.0000000000,0.0000000000,-0.0167998113,0.1305695623,-0.0022059877,0.0622059032,0.1305683404,0.0081631457
20:20:00:40.041,61,0.0003864497,0.2125294656,0.1010039970,0.0000000000,0.0000000000,0.0876691937,0.0309860315,0.0003990384,0.2128980756,0.0294083226,0.0000000000,0.0000000000,0.0877520517,0.0317302793,0.0473742373,0.0040513533,0.0000000000,0.1207794249,0.1498883516,0.1062889695,0.2089780867,0.0428309739,0.0000000000,0.1201482043,0.0998300165,0.0000000000,0.0000000000,0.0549169108,0.0549784750,0.1972097903,0.1857085675,0.1087879762,0.0480401181,0.1413640976,0.0730909184,0.0480734110,0.0468275696,0.1824049056,0.1688195318,0.0309195220,0.0286762901,0.0892508551,0.0875612944,0.1372540742,0.0000000000,0.0000000000,0.0283864960,0.1082804427,0.1170918718,0.1373208016,0.1408083737,0.0000080559,0.0000000000,0.0000000000,0.0000000000,-0.0178127978,0.1300727576,-0.0023299886,0.0611799322,0.1300716102,0.0079977941
20:20:00:41.042,61,0.0003676745,0.2112499028,0.0996742472,0.0000000000,0.0000000000,0.0880369544,0.0307432525,0.0003792411,0.2116028219,0.0307344645,0.0000000000,0.0000000000,0.0881225392,0.0315014683,0.0474082381,0.0042885691,0.0000000000,0.1211245880,0.1502261162,0.1068866104,0.2087964714,0.0433441810,0.0000000000,0.1184745133,0.0989030078,0.0000000000,0.0000000000,0.0549084172,0.0549274348,0.1982244998,0.1860629320,0.1091481820,0.0480969213,0.1418396384,0.0731609687,0.0480924845,0.0468741655,0.1828743070,0.1692147404,0.0308869798,0.0286059566,0.0895585641,0.0878691077,0.1378886104,0.0000000000,0.0000000000,0.0286389887,0.1085305512,0.1174491271,0.1376334876,0.1410617977,0.0000086989,0.0000000000,0.0000000000,0.0000000000,-0.0186179709,0.1292833686,-0.0024203500,0.0603806563,0.1292821765,0.0078449948
