Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:20:07:57.496,61,0.0000000000,0.1924642622,0.1122238860,0.0000000000,0.0000000000,0.0899815038,0.3674623668,0.0000000000,0.1928957105,0.0183166936,0.0000000000,0.0000000000,0.0900283530,0.3688215911,0.0449502133,0.0023291954,0.0000000000,0.1111520380,0.1365727931,0.1128513068,0.1830443442,0.0365210436,0.0000000000,0.0456875712,0.0296730101,0.0000000000,0.0000000000,0.0487754121,0.0472059660,0.2263455540,0.2182513177,0.1187478080,0.0452389084,0.1455566287,0.0735799298,0.0512668081,0.0534824207,0.1588290781,0.1424825490,0.0231197849,0.0222393591,0.0844226256,0.0835748985,0.1170187145,0.0000000000,0.0000000000,0.0401823074,0.0929599851,0.1075317338,0.1286269873,0.1331932694,0.0000001218,0.0000000000,0.0000000000,0.0000000000,-0.0111114411,0.1178406030,-0.0013154458,0.0680796877,0.1178439856,0.0080537284
20:20:07:58.497,61,0.0000000000,0.1931075752,0.1123628318,0.0000000000,0.0000000000,0.0902232975,0.3648029268,0.0000000000,0.1935416460,0.0182217844,0.0000000000,0.0000000000,0.0902705044,0.3661479652,0.0453606583,0.0023380008,0.0000000000,0.1116220504,0.1369179040,0.1136626825,0.1959750801,0.0363096707,0.0000000000,0.0454735644,0.0299088750,0.0000000000,0.0000000000,0.0489169657,0.0473200157,0.2261166722,0.2180278152,0.1188370287,0.0455720052,0.1457437724,0.0737601072,0.0516672395,0.0538974367,0.1589746773,0.1427120268,0.0231662206,0.0222871900,0.0886723027,0.0878415927,0.1168461218,0.0000000000,0.0000000000,0.0408262052,0.0931276307,0.1077176332,0.1288040280,0.1334919930,0.0000001700,0.0000000000,0.0000000000,0.0000000000,-0.0110533489,0.1182351410,-0.0013129910,0.0681608021,0.1182385385,0.0080905566
20:20:07:59.498,61,0.0000000000,0.1918616146,0.1124152839,0.0000000000,0.0000000000,0.0906742215,0.3667397201,0.0000000000,0.1922934502,0.0181605108,0.0000000000,0.0000000000,0.0907216445,0.3681158125,0.0458093397,0.0023293574,0.0000000000,0.1120141074,0.1372714937,0.1140952110,0.1987082213,0.0359096825,0.0000000000,0.0452922210,0.0301107168,0.0000000000,0.0000000000,0.0491607562,0.0475395806,0.2262361497,0.2181966305,0.1191184968,0.0459809043,0.1457734108,0.0738122389,0.0520011634,0.0542393625,0.1591552496,0.1429767311,0.0231601950,0.0223008990,0.0907927603,0.0899620131,0.1167115867,0.0000000000,0.0000000000,0.0411549658,0.0932194069,0.1078020483,0.1286932379,0.1334917843,0.0000001504,0.0000000000,0.0000000000,0.0000000000,-0.0110171745,0.1174725518,-0.0013001749,0.0681987554,0.1174759418,0.0080423625
20:20:08:00.499,61,0.0000000000,0.1901924759,0.1130148992,0.0000000000,0.0000000000,0.0911369547,0.3637803793,0.0000000000,0.1906261742,0.0175488703,0.0000000000,0.0000000000,0.0911848694,0.3652309477,0.0461331494,0.0024429550,0.0000000000,0.1121573597,0.1374420673,0.1142788678,0.1941961944,0.0355451703,0.0000000000,0.0451335683,0.0304347295,0.0000000000,0.0000000000,0.0493882596,0.0477590673,0.2263220996,0.2182595432,0.1192316487,0.0462800041,0.1456210315,0.0737906769,0.0521386117,0.0543717481,0.1593106389,0.1431913972,0.0231843814,0.0223471578,0.0922270492,0.0913955793,0.1169036776,0.0000000000,0.0000000000,0.0412306525,0.0933127180,0.1078862846,0.1284771711,0.1333734691,0.0000001536,0.0000000000,0.0000000000,0.0000000000,-0.0106473947,0.1164535433,-0.0012455381,0.0685707331,0.1164568886,0.0080153756
20:20:08:01.499,61,0.0000000000,0.1874170601,0.1138663813,0.0000000000,0.0000000000,0.0916904435,0.3514213562,0.0000000000,0.1878523231,0.0166592896,0.0000000000,0.0000000000,0.0917392299,0.3529809415,0.0462495685,0.0026674899,0.0000000000,0.1121308133,0.1375565231,0.1145709231,0.1868696511,0.0352072865,0.0000000000,0.0460306145,0.0356970057,0.0000000000,0.0000000000,0.0496201478,0.0480106324,0.2261640280,0.2180613726,0.1188705936,0.0464931242,0.1445062906,0.0735244155,0.0520613603,0.0542613976,0.1597293764,0.1436311454,0.0232692454,0.0224528518,0.0931723416,0.0923345834,0.1173204333,0.0000000000,0.0000000000,0.0409784652,0.0934219509,0.1079789400,0.1281319261,0.1331125349,0.0000001803,0.0000000000,0.0000000000,0.0000000000,-0.0101096490,0.1147583649,-0.0011652664,0.0691009536,0.1147616729,0.0079586329
20:20:08:02.501,61,0.0000000000,0.1868449897,0.1141812131,0.0000000000,0.0000000000,0.0921819508,0.3467728496,0.0000000000,0.1872817576,0.0163499285,0.0000000000,0.0000000000,0.0922317728,0.3484102488,0.0463107154,0.0029955283,0.0000000000,0.1120109558,0.1375783384,0.1147048622,0.1828537136,0.0351038426,0.0000000000,0.0475320406,0.0380785950,0.0000000000,0.0000000000,0.0498760641,0.0482779816,0.2258988172,0.2176695913,0.1185197681,0.0467373244,0.1430596262,0.0731544793,0.0519491509,0.0541203134,0.1603019834,0.1441219300,0.0233448893,0.0225352068,0.0944994316,0.0936186314,0.1178462505,0.0000000000,0.0000000000,0.0407263413,0.0934452936,0.1079825237,0.1276834905,0.1327365041,0.0000003977,0.0000000000,0.0000000000,0.0000000000,-0.0099223116,0.1144095883,-0.0011401676,0.0692947656,0.1144128889,0.0079564527
20:20:08:03.503,61,0.0000000000,0.1864143610,0.1143814847,0.0000000000,0.0000000000,0.0925538242,0.3442997932,0.0000000000,0.1868519634,0.0161606353,0.0000000000,0.0000000000,0.0926042870,0.3459661007,0.0463531092,0.0032242471,0.0000000000,0.1118594781,0.1375644654,0.1147752553,0.1799755692,0.0350808240,0.0000000000,0.0484381989,0.0393152088,0.0000000000,0.0000000000,0.0501254648,0.0485286824,0.2257242948,0.2173882872,0.1182755902,0.0469061919,0.1423247755,0.0729167908,0.0518259890,0.0539642498,0.1608325839,0.1445648968,0.0234610736,0.0226436574,0.0968021452,0.0958930030,0.1184193194,0.0000000000,0.0000000000,0.0404297411,0.0934967771,0.1079828590,0.1273735762,0.1324369609,0.0000005020,0.0000000000,0.0000000000,0.0000000000,-0.0098077310,0.1141468883,-0.0011243913,0.0694184080,0.1141501963,0.0079521649
20:20:08:04.503,61,0.0000000000,0.1870074123,0.1136556566,0.0000000000,0.0000000000,0.0929860473,0.3586398959,0.0000000000,0.1874397248,0.0169370100,0.0000000000,0.0000000000,0.0930368602,0.3602219224,0.0466364548,0.0034138232,0.0000000000,0.1125069261,0.1380282938,0.1150803268,0.1797382236,0.0348062366,0.0000000000,0.0489682853,0.0401060767,0.0000000000,0.0000000000,0.0503476970,0.0487596095,0.2257322520,0.2173384577,0.1181730255,0.0472013652,0.1419270933,0.0727835074,0.0518426150,0.0539783053,0.1626900136,0.1464146674,0.0235628933,0.0227619391,0.1072696671,0.1063432992,0.1186304912,0.0000000000,0.0000000000,0.0403734818,0.0936567411,0.1081481427,0.1273304075,0.1324684769,0.0000005042,0.0000000000,0.0000000000,0.0000000000,-0.0102784801,0.1145064980,-0.0011821025,0.0689750537,0.1145098135,0.0079265712
20:20:08:05.504,61,0.0000000000,0.1875564158,0.1127302870,0.0000000000,0.0000000000,0.0934102088,0.3681851923,0.0000000000,0.1879815459,0.0178883243,0.0000000000,0.0000000000,0.0934621394,0.3697144091,0.0470003970,0.0035699620,0.0000000000,0.1162789911,0.1412326843,0.1158441082,0.1907948703,0.0344895422,0.0000000000,0.0490315780,0.0404607356,0.0000000000,0.0000000000,0.0504749157,0.0489122048,0.2257193774,0.2173675299,0.1180344671,0.0475321114,0.1416268051,0.0726363137,0.0518806353,0.0540155582,0.1637088060,0.1479113102,0.0236423742,0.0228644554,0.1100242436,0.1090912968,0.1186465025,0.0000000000,0.0000000000,0.0403901003,0.0939302072,0.1085103825,0.1276006997,0.1328666508,0.0000003849,0.0000000000,0.0000000000,0.0000000000,-0.0108553898,0.1148382053,-0.0012520972,0.0684108287,0.1148415059,0.0078848079
20:20:08:06.505,61,0.0000000000,0.1875430197,0.1117643788,0.0000000000,0.0000000000,0.0939325541,0.3962222040,0.0000000000,0.1879592687,0.0189027712,0.0000000000,0.0000000000,0.0939863250,0.3978279829,0.0474049300,0.0038045517,0.0000000000,0.1216441914,0.1454916745,0.1169925630,0.1945243776,0.0346446931,0.0000000000,0.0486816429,0.0390318036,0.0000000000,0.0000000000,0.0505658872,0.0490411147,0.2263825685,0.2185845226,0.1179546565,0.0479400754,0.1412626356,0.0723807886,0.0518344715,0.0539623164,0.1650215387,0.1489683241,0.0236708988,0.0228834637,0.1110719219,0.1101214886,0.1189227030,0.0000000000,0.0000000000,0.0403357036,0.0941221341,0.1087468565,0.1277251393,0.1330666989,0.0000001167,0.0000000000,0.0000000000,0.0000000000,-0.0114710126,0.1148253754,-0.0013229531,0.0678247437,0.1148286983,0.0078164842
20:20:08:07.506,61,0.0000000000,0.1876162738,0.1113601774,0.0000000000,0.0000000000,0.0945439041,0.4314992130,0.0000000000,0.1880289018,0.0193786994,0.0000000000,0.0000000000,0.0945987850,0.4331616163,0.0478277989,0.0039868448,0.0000000000,0.1236153692,0.1471052021,0.1176802143,0.1962564141,0.0344692506,0.0000000000,0.0467234850,0.0373145491,0.0000000000,0.0000000000,0.0506273806,0.0491291396,0.2270891964,0.2200663835,0.1180523112,0.0483656079,0.1410370618,0.0721881539,0.0518595092,0.0539980493,0.1658221185,0.1497142762,0.0236794651,0.0229041297,0.1116179451,0.1106491536,0.1190535650,0.0000000000,0.0000000000,0.0403348766,0.0942934528,0.1089364439,0.1278432608,0.1332827359,0.0000000116,0.0000000000,0.0000000000,0.0000000000,-0.0117597701,0.1148683131,-0.0013567656,0.0675791055,0.1148716211,0.0077911578
20:20:08:08.507,61,0.0000000000,0.1904537678,0.1103380993,0.0000000000,0.0000000000,0.0950141400,0.4796078801,0.0000000000,0.1908629090,0.0205162875,0.0000000000,0.0000000000,0.0950710177,0.4813121259,0.0483751856,0.0042390954,0.0000000000,0.1294511110,0.1500172615,0.1191282049,0.2055186182,0.0346535370,0.0000000000,0.0405118912,0.0298097488,0.0000000000,0.0000000000,0.0506276116,0.0491493791,0.2307715118,0.2241843939,0.1182029918,0.0489704795,0.1407808214,0.0719260126,0.0518963635,0.0540695377,0.1683119833,0.1510142833,0.0236971546,0.0229164530,0.1089318246,0.1078123525,0.1191746891,0.0000000000,0.0000000000,0.0404864140,0.0944823399,0.1092076823,0.1281739771,0.1337845922,0.0000000120,0.0000000000,0.0000000000,0.0000000000,-0.0124475975,0.1166005954,-0.0014579722,0.0669453889,0.1166039854,0.0078356545
20:20:08:09.508,61,0.0000000000,0.1945924759,0.1107103899,0.0000000000,0.0000000000,0.0954645127,0.5194674134,0.0000000000,0.1950136721,0.0202881154,0.0000000000,0.0000000000,0.0955236256,0.5212268829,0.0497620963,0.0044033099,0.0000000000,0.1388772875,0.1555613577,0.1212801710,0.2241046429,0.0350878127,0.0000000000,0.0362142362,0.0225818735,0.0000000000,0.0000000000,0.0505820625,0.0491080284,0.2323486805,0.2263059914,0.1185234934,0.0503154695,0.1406494379,0.0716808513,0.0520215333,0.0542335100,0.1707722694,0.1524447501,0.0236914009,0.0228902195,0.0817946717,0.0800050646,0.1195071563,0.0000000000,0.0000000000,0.0407659933,0.0948730335,0.1096399203,0.1286532581,0.1344210953,0.0000000211,0.0000000000,0.0000000000,0.0000000000,-0.0123054674,0.1191361547,-0.0014729633,0.0671511665,0.1191395745,0.0080322186
20:20:08:10.510,61,0.0000000000,0.1978095323,0.1113326475,0.0000000000,0.0000000000,0.0957609341,0.5124698877,0.0000000000,0.1982433796,0.0197659489,0.0000000000,0.0000000000,0.0958230570,0.5144878626,0.0511701219,0.0047833552,0.0000000000,0.1455785781,0.1620317250,0.1280723661,0.2352950722,0.0435264297,0.0000000000,0.0334974304,0.0150679713,0.0000000000,0.0000000000,0.0505044982,0.0490350127,0.2356678694,0.2278741598,0.1186676249,0.0511611998,0.1405498087,0.0714048296,0.0520270281,0.0542521924,0.1725514978,0.1533893198,0.0236914083,0.0228111036,0.0462485738,0.0455123521,0.1241341606,0.0000000000,0.0000000000,0.0410441682,0.0952944756,0.1099751219,0.1288823038,0.1346496046,0.0000000266,0.0000000000,0.0000000000,0.0000000000,-0.0119858980,0.1211087331,-0.0014586999,0.0675125793,0.1211122423,0.0082103908
20:20:08:11.510,61,0.0000000000,0.2023824602,0.1119663417,0.0000000000,0.0000000000,0.0959398746,0.5124315619,0.0000000000,0.2028321922,0.0192463733,0.0000000000,0.0000000000,0.0960059166,0.5146988034,0.0523618534,0.0053401603,0.0000000000,0.1537800580,0.1687571704,0.1347766221,0.2460031509,0.0526885688,0.0000000000,0.0323949866,0.0120540271,0.0000000000,0.0000000000,0.0504602529,0.0489928722,0.2375127673,0.2288598120,0.1185910106,0.0519584976,0.1403776556,0.0710799694,0.0519289933,0.0541530177,0.1763365269,0.1552410573,0.0237303507,0.0227222797,0.0235259533,0.0225069989,0.1321037263,0.0000000000,0.0000000000,0.0411577635,0.0957958698,0.1103007570,0.1290290803,0.1346943825,0.0000003621,0.0000000000,0.0000000000,0.0000000000,-0.0116668064,0.1239116192,-0.0014530635,0.0678735226,0.1239151955,0.0084471852
20:20:08:12.512,61,0.0000000000,0.2013900280,0.1109643877,0.0000000000,0.0000000000,0.0959605798,0.4890833199,0.0000000000,0.2018278241,0.0202293508,0.0000000000,0.0000000000,0.0960318446,0.4918390512,0.0532243215,0.0065312623,0.0000000000,0.1583417803,0.1736679077,0.1423530579,0.2532991767,0.0603785962,0.0000000000,0.0317258388,0.0097845420,0.0000000000,0.0000000000,0.0504419506,0.0489934199,0.2406811565,0.2301550210,0.1182489097,0.0525860824,0.1401829571,0.0707452446,0.0516822860,0.0538771637,0.1779749840,0.1562316567,0.0237862747,0.0226131361,0.0076342793,0.0061174110,0.1433266848,0.0000000000,0.0000000000,0.0411179997,0.0961638466,0.1104291081,0.1287851334,0.1342099309,0.0000004546,0.0000000000,0.0000000000,0.0000000000,-0.0122636044,0.1232989281,-0.0015197595,0.0672712177,0.1233024970,0.0083305230
20:20:08:13.513,61,0.0000000000,0.1956707984,0.1072341427,0.0000000000,0.0000000000,0.0969234109,0.4748550057,0.0000000000,0.1960608512,0.0239894409,0.0000000000,0.0000000000,0.0970252678,0.4784543514,0.0543671437,0.0091220932,0.0000000000,0.1696700305,0.1831608564,0.1519548893,0.2571032643,0.0678132996,0.0000000000,0.0314259008,0.0081087006,0.0000000000,0.0000000000,0.0505177826,0.0491177775,0.2451314330,0.2325975895,0.1178036705,0.0540296808,0.1391537637,0.0701587647,0.0513550527,0.0534991324,0.1797567904,0.1571125388,0.0237864554,0.0224288348,0.0000000000,0.0000000000,0.1556364745,0.0037816893,0.0059899632,0.0410289653,0.0967477635,0.1107458845,0.1280880123,0.1315410137,0.0000005574,0.0000000000,0.0000000000,0.0000000000,-0.0145493327,0.1197795048,-0.0017510306,0.0650375709,0.1197829545,0.0078221885
20:20:08:14.514,61,0.0000000000,0.1211828142,0.0927640870,0.0000000000,0.0000000000,0.1219856441,0.5095675588,0.0000000000,0.1213423237,0.0370655283,0.0000000000,0.0000000000,0.1222675517,0.5135373473,0.0603983775,0.0281828698,0.0000000000,0.2185609192,0.2136140913,0.1652184725,0.2587693930,0.0826412886,0.0000000000,0.0290716197,0.0000000000,0.0000000000,0.0110093113,0.0508513711,0.0494672656,0.2976993322,0.2808002234,0.1178816929,0.0648726672,0.1345200688,0.0675343126,0.0510170683,0.0530526973,0.1881576777,0.1600966305,0.0236336906,0.0220639501,0.0000000000,0.0000000000,0.1708415747,0.0136078596,0.0170223862,0.0408906527,0.1009705439,0.1118368357,0.1210531965,0.1207049266,0.0000010696,0.0000000000,0.0000000000,0.0000000000,-0.0225798599,0.0741427466,-0.0016770632,0.0565110035,0.0741449445,0.0041954420
20:20:08:15.515,61,0.0000000000,0.0000000000,0.0409700163,0.0000000000,0.0089178737,0.1654133797,0.5696082115,0.0000000000,0.0000000000,0.0861191973,0.0000000000,0.0089085037,0.1660224944,0.5732910633,0.0654729307,0.0379396826,0.0000000000,0.2360574007,0.2257432938,0.1735252440,0.2599349618,0.0898375884,0.0000000000,0.0279832892,0.0000000000,0.0000000000,0.0177583583,0.0512804799,0.0499255024,0.3114110529,0.2933908999,0.1175058261,0.0732321367,0.1241329610,0.0634592474,0.0506722108,0.0525541827,0.1991446316,0.1655646712,0.0233771987,0.0215961039,0.0000000000,0.0000000000,0.1826947182,0.0180397518,0.0217326507,0.0405905247,0.1077806354,0.1159974560,0.1128666550,0.1123249829,0.0000012322,0.0000000000,0.0000000000,0.0000000000,-0.0526068285,-0.0038924525,0.0002046762,0.0250269696,-0.0038923747,-0.0000974047
